id_question,question,option1,option2,option3,option4,option5,option6,label,level
145681_9,توفي عن أخ شقيق (1)، أخ من الأب (2)، بنت (7)، زوجة (1)، أخت من الأب (5): كم عدد أسهم الأخ الشقيق؟,A) 21,B) 112,C) 16,D) 168,E) 35,F) 12,E,Intermediate
161339_1,"توفي عن أم (1)، زوجة (3)، ابن (3)، بنت (4).
ما نصيب الأم؟",A) الثمن,B) الربع,C) السدس,D) الثلث,E) النصف,F) لا شيء,C,Beginner
103231_3,"توفي رجل عن زوجة وبنتا واحدة وأولاد أخ شقيق عبارة عن ولد وثلاث بنات، وأولاد أختين شقيقتين عبارة عن ولد لواحدة وولد وبنتين للثانية.
ما نصيب ولد الأخ الشقيق؟",A) النصف,B) الربع,C) ما بقي,D) السدس,E) الثلث,F) لا شيء,C,Beginner
147173_1,توفي عن أب، أخ شقيق العدد 1، أخ من الأب العدد 1، ابن أخ من الأب العدد 3، أم، أخت شقيقة العدد 2، أخت من الأب العدد 3. ما هو النصيب بالأسهم لكل وارث من التركة؟,A) الأم: سهم واحد، الأب: خمسة أسهم، أخ شقيق: لا شيء، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء.,B) الأم: السدس، الأب: الباقي، أخ شقيق: الباقي تعصيبا، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء.,C) الأم: الثلث، الأب: الباقي، أخ شقيق: لا شيء، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت شقيقة: لا شيء، أخت من الأب: لا شيء.,D) الأم: السدس، الأب: الباقي، أخ شقيق: لا شيء، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت شقيقة: الثلثين، أخت من الأب: لا شيء.,E) الأم: سهم واحد، الأب: سهمان، أخ شقيق: سهمان، أخت شقيقة: سهم واحد، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت من الأب: لا شيء.,F) الأم: السدس، الأب: الباقي، أخ شقيق: الباقي تعصيبا، أخت شقيقة: الثلثين، أخ من الأب: لا شيء، ابن أخ من الأب: لا شيء، أخت من الأب: لا شيء.,A,Advanced
142707_3,"توفي عن: زوجة واحدة، 4 بنات، أخ شقيق واحد، 4 أخوات شقيقات.
كم عدد السهام التي تحصل عليها الزوجة من أصل مائة وأربعة وأربعين سهماً؟",A) عشرة أسهم,B) ثمانية عشر سهماً,C) أربعة وعشرون سهماً,D) ستة وتسعون سهماً,E) خمسة أسهم,F) مائة وأربعة وأربعون سهماً,B,Intermediate
193139_2,"توفي عن ابن وأم وزوجة.
ما نصيب الزوجة؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الثلثان,C,Beginner
394249_5,"توفي عن 5 أبناء و 3 بنات
ما مجموع أسهم التركة الكلي؟",A) 1 سهم,B) 2 سهمان,C) 3 أسهم,D) 5 أسهم,E) 10 أسهم,F) 13 سهمًا,F,Intermediate
404380_9,"توفي عن: 3 ابن أخ شقيق، 2 عم (أخ للأب من الأب)، 4 ابن عم شقيق، 2 ابن عم من الأب، 3 أخت شقيقة
كم سهمًا لكل ابن أخ شقيق؟",A) 1,B) 2,C) 3,D) 4,E) 5,F) 6,A,Intermediate
193199_9,"توفي عن أم و 3 أخ شقيق و 1 أخ من الأب و 2 أخ من الأم و 1 أخت شقيقة و 2 أخت من الأب.
كم عدد أسهم الأخ الشقيق الواحد؟",A) ثلاثة أسهم,B) ستة أسهم,C) سبعة أسهم,D) أربعة عشر سهمًا,E) ثمانية عشر سهمًا,F) اثنين وأربعين سهمًا,B,Intermediate
74580_5,توفي عن: أخت شقيقة واحدة، وإخوة من الأب، وكان المتوفى كلالة. هل يرث الإخوة من الأب؟,A) نعم، يرثون الباقي,B) نعم، يرثون النصف,C) نعم، يرثون الثلث,D) لا يرثون,E) نعم، يرثون السدس,F) نعم، يرثون الربع,A,Beginner
309118_12,"توفي عن: اثنان أخ شقيق، أم، ثلاث بنات، زوجة واحدة، اثنتان أخت شقيقة.
كم هو أصل التركة المصحح الذي تقسم عليه السهام؟",A) 24,B) 144,C) 100,D) 48,E) 72,F) 96,B,Intermediate
130653_1,توفي عن سبعة أولاد، وبنت واحدة. كم سهماً للبنت؟,A) سهمان,B) سبعة أسهم,C) أربعة عشر سهماً,D) خمسة عشر سهماً,E) سهم واحد,F) لا شيء,E,Intermediate
146697_4,"توفي عن أم و 3 أخ شقيق و 5 أخت شقيقة.
كم عدد أسهم كل أخت شقيقة من مجموع الأسهم؟",A) سهم واحد,B) ثلاثة أسهم,C) خمسة أسهم,D) عشرة أسهم,E) أحد عشر سهماً,F) ستة وستون سهماً,C,Intermediate
168279_1,"توفي عن: 11 ابن، 8 بنت، 2 زوجة.
ما نصيب الزوجتين معا من التركة؟",A) الثمن,B) الربع,C) النصف,D) السدس,E) الثلث,F) الربعان,A,Beginner
138684_3,"توفي عن: زوجة، وابن أخت، وبنت أخت، وبنت عم.
هل ابن الأخت من الورثة في الأصل؟",A) نعم، يرث بالتعصيب,B) نعم، يرث بالفرض,C) لا، هو من ذوي الأرحام,D) نعم، يرث بالرحم,E) نعم، يرث بالولاء,F) نعم، يرث بالرد,C,Beginner
114955_3,"توفي عن: أخ لأم، أخت لأم (في حالة كلالة)
ما نصيب الأخ لأم والأخت لأم مجتمعين؟",A) السدس,B) الثلث,C) النصف,D) الربع,E) لا يرثون,F) للذكر مثل حظ الأنثيين,B,Beginner
486466_3,"توفيت عن أمها، وأبيها، وزوجها، وابنيها، وابنتيها، وأختيها الشقيقتين، وأخيها الشقيق.
ما نصيب الزوج؟",A) الربع,B) الثمن,C) السدس,D) النصف,E) الثلث,F) لا شيء,A,Beginner
105420_9,"توفيت عن ابنتين، وبنتي ابن، وأخت شقيقة، وزوجة ابن. الأخت الشقيقة مريضة بالزهايمر.
هل مرض الأخت الشقيقة بالخرف يمنع حقها في الميراث؟",A) نعم، يمنع حقها كاملاً,B) نعم، يمنع نصف حقها,C) نعم، يمنع ربع حقها,D) لا، لا يمنع حقها,E) نعم، يجعل نصيبها يذهب لبيت المال,F) نعم، يجعل نصيبها يذهب لبنتي الابن,D,Beginner
46668_3,"
في حال وجود قرابة بعيدة من العصبة كبنات عم، ما هو نصيبهن من المال؟",A) نصف المال,B) ثلث المال,C) ربع المال,D) جميع المال,E) لا شيء لهن,F) سدس المال,E,Beginner
479197_1,توفي عن زوجة، وبنتين. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: الربع، البنتين: الباقي,B) الزوجة: الثمن، البنتين: الثلثان فقط,C) الزوجة: السدس، البنتين: النصف,D) الزوجة: الربع، البنتين: الثلثان,E) الزوجة: الثمن، البنتين: النصف والباقي رداً,F) الزوجة: الثمن، البنتين: الثلثان والباقي رداً,F,Advanced
157743_1,توفي عن: زوجة، ابن عم مفقود. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: النصف، ابن العم: الباقي.,B) الزوجة: الثمن، ابن العم: الباقي.,C) الزوجة: الربع، ابن العم: الباقي.,D) الزوجة: الربع، ابن العم: لا شيء.,E) الزوجة: النصف، ابن العم: لا شيء.,F) الزوجة: الربع، ابن العم: النصف.,C,Advanced
153559_3,توفي عن أم وزوجة و4 أبناء: لماذا كان نصيب الأم السدس؟,A) لوجود الزوجة,B) لوجود الأبناء,C) لعدم وجود الأب,D) لأنها لم تقطع صلة الرحم,E) لأنها لا تتعامل بالسحر,F) لأنها الجدة,B,Beginner
452887_3,توفي عن زوجتين، وابنين، وخمس بنات، وابن ابن: كم عدد الأسهم لكل زوجة من مجموع أسهم التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) نصف سهم,F) ربع سهم,A,Intermediate
411814_1,"توفي عن ابنتان، وأخ، وأخت.
ما حكم قيام الشخص بتقييم نصيب أخيه وأخته المحتمل في ميراثه وإعطائه لهما في حياته مقابل تنازلهما أو بيعهما لهذا النصيب؟",A) صحيح وجائز شرعًا,B) صحيح بشرط موافقة الورثة,C) باطل وغير صحيح شرعًا,D) صحيح بشرط توثيقه رسميًا,E) صحيح إذا كان المبلغ عادلًا,F) صحيح إذا كان لغرض شرعي,C,Beginner
121709_1,توفيت عن أم وأب وأربعة أبناء وبنتين، وتركت مبلغ 5000 جنيه مصري. ما عدد الأسهم لكل وارث من التركة؟,A) الأب: 6 أسهم، الأم: 6 أسهم، كل ابن: 3 أسهم، كل بنت: سهمان.,B) الأب: 5 أسهم، الأم: 5 أسهم، كل ابن: 3 أسهم، كل بنت: سهمان.,C) الأب: 5 أسهم، الأم: 5 أسهم، كل ابن: 4 أسهم، كل بنت: 3 أسهم.,D) الأب: 5 أسهم، الأم: 5 أسهم، كل ابن: 4 أسهم، كل بنت: سهمان.,E) الأب: 6 أسهم، الأم: 5 أسهم، كل ابن: 4 أسهم، كل بنت: سهمان.,F) الأب: 5 أسهم، الأم: 6 أسهم، كل ابن: 4 أسهم، كل بنت: سهمان.,D,Advanced
179983_4,"توفي عن 4 أبناء، أب، أم، بنت، زوجة.
ما نصيب الأبناء والبنت مجتمعين؟",A) النصف,B) الثلثين,C) الربع,D) الباقي,E) السدس,F) الثمن,D,Beginner
56156_4,ما معنى الفرض عند علماء الفرائض؟,A) منع الوارث من الإرث,B) زيادة مجموع السهام,C) الجزء المحدد من الشارع,D) صرف الباقي على ذوي الفروض,E) أقل عدد تؤخذ منه السهام صحيحة,F) تعديل السهام بأرقام صحيحة,C,Intermediate
78263_1,توفي عن أخ شقيق وست أخوات شقيقات: ما عدد أسهم التركة التي تقسم عليها؟,A) خمسة أسهم,B) ستة أسهم,C) سبعة أسهم,D) ثمانية أسهم,E) تسعة أسهم,F) عشرة أسهم,D,Intermediate
399739_11,"توفي عن: ابن (1)، أب، أخ من الأب (1)، ابن أخ من الأب (1)، عم ( شقيق للأب ) (3)، ابن عم شقيق (5)، أم، بنت (1)، زوجة (1)، جدة ( أم الأم )، أخت من الأب (2)، أخت من الأم (1).
كم سهما للزوجة من أصل اثنين وسبعين سهما؟",A) 4 أسهم,B) 9 أسهم,C) 12 سهما,D) 13 سهما,E) 26 سهما,F) 72 سهما,B,Intermediate
400165_3,توفي كلالة، ولم يترك أحدا من الورثة ولا أحدا من ذوي الأرحام إلا أبناء أخت شقيقة وأبناء أخت من الأم، وتم الرد عليهم. على كم سهما تقسم التركة؟,A) سهمان,B) ثلاثة أسهم,C) أربعة أسهم,D) خمسة أسهم,E) ستة أسهم,F) ثمانية أسهم,C,Intermediate
296563_2,"توفي عن: (ابن) العدد 2، (ابن ابن) العدد 1، (بنت) العدد 7
ما هو نصيب كل بنت من الأحد عشر سهماً؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) سبعة أسهم,F) لا شيء لها,A,Intermediate
103999_3,"توفيت عن: ابنة، زوج.
من هم الورثة المذكورون في تقسيم التركة؟",A) الزوج فقط,B) الابنة فقط,C) الزوج والابنة,D) الجدة لأم فقط,E) الزوج والجدة لأم,F) الابنة والجدة لأم,C,Beginner
257497_7,توفي عن بنت واحدة وابني أخ شقيق: كم عدد أسهم كل ابن أخ شقيق؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) ثمانية أسهم,A,Intermediate
30974_6,توفيت عن ثلاثة أبناء وبنت وأربعة بنات لابنها المتوفى قبلها وأمهم(زوجة الابن المتوفى): من يرث من المذكورين؟,A) الأبناء والبنت فقط,B) الأبناء والبنت وبنات الابن,C) الأبناء والبنت وزوجة الابن,D) الأبناء والبنت وبنات الابن وزوجة الابن,E) بنات الابن وزوجة الابن فقط,F) الأبناء فقط,A,Beginner
362965_1,توفي عن أم وخمس بنات وابن: هل الأم ترث من تركة زوجها المتوفى في هذه المسألة؟,A) نعم، ترث.,B) لا، لا ترث.,C) ترث فقط إذا لم يكن هناك أبناء.,D) ترث فقط إذا لم يكن هناك بنات.,E) ترث فقط إذا كانت محتاجة.,F) ترث فقط إذا كانت صغيرة.,A,Beginner
394456_3,توفي عن ابنين وبنتًا: ما نصيب البنت من أسهم التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
137616_2,"توفي عن زوجة، وولدان، وبنتان.
كم عدد الأسهم التي تحصل عليها الزوجة من أصل 48 سهماً؟",A) 6,B) 7,C) 8,D) 12,E) 14,F) 24,A,Intermediate
119339_8,توفي رجل وترك زوجتين، وخمسة أبناء، وثلاث بنات، وكانت رابع بناته قد توفيت قبله، ولها ولد وبنت. ما نصيب بنت البنت المتوفاة من تركة جدها؟,A) النصف,B) الربع,C) السدس,D) الثمن,E) الثلث,F) ليس لها شيء,F,Beginner
66278_10,توفي عن زوجة وأخوين وليس له أبناء، وترك مالاً. إذا توفي صاحب المال قبل زوجته وأخويه، فإلى من يؤول نصيب الأخوين من التركة بعد وفاتهما؟,A) إلى بيت مال المسلمين,B) إلى ورثتهما,C) إلى ورثة صاحب المال الأصلي,D) إلى أبنائهما,E) إلى وزارة الأوقاف,F) إلى أبنائهما الذكور فقط,D,Beginner
288448_8,"توفي عن: ابنان، أب، زوج، أم، بنتان.
كم عدد أسهم البنتين (لكلتيهما) من مجموع الأسهم البالغ 72 سهماً؟",A) 10,B) 12,C) 18,D) 20,E) 30,F) 72,A,Intermediate
94971_4,توفيت عن ورثة: ما حكم إخراج الزكاة إذا لم يتيقن الورثة أن الأم لم تخرجها ولكن لديهم قرائن على ذلك؟,A) لا يجب إخراجها مطلقاً.,B) يجب إخراجها من رأس المال دون الرجوع للورثة.,C) الورع والاحتياط إخراجها ولكن برضى الورثة الراشدين.,D) يجب إخراجها فقط إذا أوصت الأم بذلك.,E) يجب إخراجها من نصيب الأم فقط.,F) لا يجب إخراجها إلا إذا وافق جميع الورثة.,C,Beginner
154539_3,توفي عن أم، وبنت، وشقيقان، وشقيقتان: ما نصيب البنت بالفرض؟,A) الربع,B) الثلث,C) السدس,D) النصف,E) الثمن,F) لا شيء,D,Beginner
336142_5,"توفي عن ابن (1)، بنت (5)، زوجة (1)
ما هو أصل التركة؟",A) اثنان,B) ثلاثة,C) أربعة,D) ستة,E) ثمانية,F) اثنا عشر,E,Intermediate
464461_4,"توفي عن أختين شقيقتين، وأخت لأم، وأولاد عم.
ما نصيب بنات العم؟",A) النصف,B) الثلث,C) الثلثين,D) السدس,E) الربع,F) لا شيء,F,Beginner
236281_2,"توفي عن أم، 2 زوجة، 6 ابن، 3 بنت.
ما نصيب الزوجتين؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا ترث,C,Beginner
64579_1,"توفي رجل وترك ولدين وبنتا وزوجة وأما
ما نصيب الزوجة من تركة زوجها؟",A) الربع,B) الثمن,C) السدس,D) النصف,E) الثلث,F) لا شيء,B,Beginner
137480_1,توفي عن 4 أبناء و 4 بنات، ما هو النصيب النهائي لكل وارث من التركة؟,"A) الابن: سهم واحد, البنت: سهم واحد.","B) الابن: سهم واحد, البنت: سهمان.","C) الابن: ثلاثة أسهم, البنت: سهم واحد.","D) الابن: سهمان, البنت: سهم واحد.","E) الابن: سهمان, البنت: نصف سهم.","F) الابن: سهم واحد, البنت: ثلاثة أسهم.",D,Intermediate
328453_14,توفي عن أب، أم، 2 أخ شقيق، 3 بنات، 1 زوجة، 1 أخت شقيقة. من كم تصح التركة؟,A) 12,B) 16,C) 24,D) 27,E) 81,F) 48,E,Advanced
114209_3,"توفي عن: زوجة، أربعة أبناء، تسع بنات.
كم عدد الأسهم التي يحصل عليها كل ابن من الأبناء الأربعة؟",A) 7,B) 14,C) 17,D) 136,E) 8,F) 9,B,Intermediate
114774_2,"توفي عن زوجة وأب وأم وأخوين شقيقين وأخت شقيقة وأخ من الأم وأخت من الأم.
ما نصيب الأم؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,D,Beginner
228175_1,توفيت عن أم، وزوج، وأربعة أبناء، وبنتين. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأم: عشرة أسهم، الزوج: خمسة عشر سهما، لكل ابن: سبعة أسهم، لكل بنت: ثلاثة أسهم ونصف.,B) الأم: ثلاثون سهما، الزوج: عشرون سهما، لكل ابن: عشرة أسهم، لكل بنت: عشرة أسهم.,C) الأم: خمسة عشر سهما، الزوج: خمسة عشر سهما، لكل ابن: اثنا عشر سهما، لكل بنت: ستة أسهم.,D) الأم: عشرون سهما، الزوج: ثلاثون سهما، لكل ابن: أربعة عشر سهما، لكل بنت: سبعة أسهم.,E) الأم: عشرون سهما، الزوج: ثلاثون سهما، لكل ابن: سبعة أسهم، لكل بنت: أربعة عشر سهما.,F) الأم: خمسة وعشرون سهما، الزوج: خمسة وعشرون سهما، لكل ابن: ثلاثة عشر سهما، لكل بنت: ثمانية أسهم.,D,Advanced
218926_1,توفي عن أم، وابن، وابن آخر، وعليه دين يستغرق كل التركة. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأم: السدس، الابن الأول: الباقي، الابن الثاني: الباقي,B) الأم: الثمن، الابن الأول: النصف، الابن الثاني: النصف,C) الأم: صفر، الابن الأول: صفر، الابن الثاني: صفر,D) الأم: صفر، الابن الأول: النصف، الابن الثاني: النصف,E) الأم: الربع، الابن الأول: الربع، الابن الثاني: النصف,F) الأم: الثلث، الابن الأول: الثلث، الابن الثاني: الثلث,C,Advanced
476941_9,توفي عن ورثة، ومنهم من هو محتاج جداً للمال، وبادر برفع الأمر إلى المحكمة. لماذا يفعل ذلك؟,A) لزيادة نصيبه من التركة,B) لتعيين وصي عليه,C) حتى تسارع المحكمة إلى قسمة التركة,D) لمنع قسمة التركة,E) لحصر أموال الوصية فقط,F) للحصول على إذن السلطات فقط,C,Beginner
70112_1,"توفي عن ولد وثلاث بنات ورثوا مبلغاً وقدره 25000 ألفاً.
ما مقدار نصيب الولد من مبلغ 25000؟",A) 5000,B) 10000,C) 15000,D) 20000,E) 2500,F) 7500,B,Advanced
126383_3,"توفي عن بنت وأخت لأب.
كيف ترث الأخت لأب مع البنت؟",A) بالفرض,B) بالتعصيب,C) بالفرض والتعصيب,D) لا ترث,E) بالرد,F) بالحجب,B,Beginner
145681_1,توفي عن أخ شقيق (1)، أخ من الأب (2)، بنت (7)، زوجة (1)، أخت من الأب (5): ما نصيب الزوجة بالفرض؟,A) الربع,B) الثمن,C) النصف,D) السدس,E) الثلث,F) الثلثين,B,Beginner
412468_3,توفي عن: 7 بنات ابن، 3 أبناء ابن، 2 ابن بنت، 1 بنت بنت. ما نصيب كل ابن بنتٍ؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) لا شيء,E) نصف التركة,F) كل التركة,D,Intermediate
80606_2,"توفي عن: أم وزوجة وابنتين وأخ شقيق وأخوين لأب وأخت لأب
ما نصيب الأم؟",A) الثمن,B) الربع,C) النصف,D) السدس,E) الثلث,F) الثلثان,D,Beginner
118986_14,توفي عن زوجة وبنت ووجد أقرب عاصب من الذكور: من يأخذ ما بقي من التركة بعد نصيب الزوجة والبنت؟,A) الزوجة,B) البنت,C) أقرب عاصب من الذكور,D) يرد على الزوجة والبنت,E) يرد على البنت فقط,F) يذهب لبيت مال المسلمين,C,Beginner
145931_23,توفي عن أب، وأم، وزوجتان ـ إحداهما حامل ـ وابنان وثلاث بنات، وابن ابن، وأخ شقيق، وأخت شقيقة، وابنا أخ شقيق، وعم شقيق، وسبعة أبناء عم شقيق. إذا قُسمت التركة على خمسة وتسعين ألف سهم وأربعين سهما، وتبين أن الحمل أنثى، فكم سهما يضاف لكل ابن؟,A) 1040 سهما,B) 2080 سهما,C) 1755 سهما,D) 3510 سهما,E) 468 سهما,F) 936 سهما,D,Intermediate
141037_7,"توفي عن: (ابن) العدد 2، (أخ شقيق) العدد 1، (بنت) العدد 2، (زوجة) العدد 1، (أخت شقيقة) العدد 1، حفيدة مات أبوها قبل وفاة المتوفى.
كم عدد أسهم كل ابن من مجموع الأسهم؟",A) ستة أسهم,B) سبعة أسهم,C) أربعة عشر سهما,D) ثمانية وأربعون سهما,E) ثمانية وعشرون سهما,F) سبعة أسهم,C,Intermediate
192915_4,توفيت عن 3 أبناء، 1 زوج، 5 بنات، 2 بنت ابن، وقسمت التركة على أربعة وأربعين سهما: كم عدد أسهم كل ابن من التركة؟,A) 11 سهما,B) 3 أسهم,C) 6 أسهم,D) 15 سهما,E) 18 سهما,F) 44 سهما,C,Intermediate
324886_6,"توفي عن: ابن ابن 1، ابن أخ شقيق 1، بنت 2، بنت ابن 5
كم سهماً تأخذ كل بنت ابن من التركة التي قسمت على واحد وعشرين سهماً؟",A) سهم واحد,B) سهمان,C) خمسة أسهم,D) ستة أسهم,E) سبعة أسهم,F) أربعة عشر سهماً,A,Intermediate
322177_3,"توفي عن ورثة من الرجال: (أخ من الأب) العدد 3، (ابن أخ من الأب) العدد 2، (عم ( شقيق للأب )) العدد 5، (ابن عم شقيق) العدد 30، وورثة من النساء: (أم )، (زوجة) العدد 1، (أخت شقيقة) العدد 2، (أخت من الأب) العدد 3
ما هو نصيب الزوجة بالكسر؟",A) الثلث,B) الربع,C) السدس,D) الثمن,E) النصف,F) لا شيء,B,Beginner
105420_7,"توفيت عن ابنتين، وبنتي ابن، وأخت شقيقة، وزوجة ابن.
كم سهماً للأخت الشقيقة من التركة؟",A) نصف سهم,B) سهم,C) سهم ونصف,D) سهمان,E) ثلاثة أسهم,F) لا شيء,B,Intermediate
172271_7,"توفي عن زوجة و 3 أبناء و 2 بنات، وكانت التركة 64000 ريال.
كم نصيب كل بنت من البنتين بالريال؟",A) 7000,B) 14000,C) 8000,D) 6000,E) 5000,F) 9000,A,Advanced
170525_4,"توفي عن: (ابن ابن) العدد 1، (أخ شقيق) العدد 1، (بنت) العدد 2، (بنت ابن) العدد 2
كم عدد أسهم كل بنت ابن من التركة؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,A,Intermediate
129743_5,"توفي عن زوجة، وثلاث بنات، وثلاث أخوات شقيقات.
كم عدد أسهم كل بنت من التركة المقسمة على اثنين وسبعين سهماً؟",A) تسعة أسهم,B) ستة عشر سهماً,C) خمسة أسهم,D) اثنين وسبعين سهماً,E) صفر سهماً,F) اثنا عشر سهماً,B,Intermediate
52754_1,"توفي شخص وترك أولاد أخت متوفاة، وابن عم لأب، وابنة عم شقيق، وعمة.
ما نصيب ابن العم لأب؟",A) النصف,B) الثلث,C) السدس,D) جميع التركة,E) لا يرث شيئاً,F) الربع,D,Beginner
56573_11,توفي عن أم وإخوة لأم وزوج وأخت لأب. ما نصيب الأخت لأب؟,A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) لا ترث,A,Beginner
388027_2,توفي الأب النصراني، وترك بنت مسلمة، وأخت مسلمة، وأخت نصرانية. إذا كانت البنت المسلمة ترجح قول الجمهور في أن المسلم لا يرث الكافر، وتنوي إعطاء حصتها لمسلم محتاج، فما حكم أخذها شيئًا من تركة أبيها على سبيل الإرث؟,A) يحل لها أن تأخذ نصيبها ما دامت ستعطيه لمسلم محتاج.,B) لا يحل لها أن تأخذ شيئًا على سبيل الإرث، حتى لو كانت تنوي إعطاءه لمسلم محتاج.,C) يحل لها أن تأخذ نصف نصيبها فقط لتعطيه لمسلم محتاج.,D) يحل لها أن تأخذ ربع نصيبها فقط لتعطيه لمسلم محتاج.,E) لا يحل لها أن تأخذ شيئًا إلا إذا كانت تنوي إعطاءه لأختها النصرانية.,F) يحل لها أن تأخذ نصيبها بشرط أن تأخذ إذن أختيها.,B,Beginner
206380_1,توفي عن: 2 ابن، أب، أخ شقيق، أم، بنت. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأم: خمسة أسهم، الأب: خمسة أسهم، الابن: ثمانية أسهم، البنت: أربعة أسهم، الأخ الشقيق: لا شيء.,B) الأم: السدس، الأب: السدس، الابن: الباقي تعصيبا، البنت: الباقي تعصيبا، الأخ الشقيق: محجوب.,C) الأم: أربعة أسهم، الأب: أربعة أسهم، الابن: تسعة أسهم، البنت: خمسة أسهم، الأخ الشقيق: لا شيء.,D) الأم: خمسة أسهم، الأب: خمسة أسهم، الابن: سبعة أسهم، البنت: خمسة أسهم، الأخ الشقيق: لا شيء.,E) الأم: خمسة أسهم، الأب: خمسة أسهم، الابن: ثمانية أسهم، البنت: أربعة أسهم، الأخ الشقيق: سهم واحد.,F) الأم: ستة أسهم، الأب: ستة أسهم، الابن: ثمانية أسهم، البنت: أربعة أسهم، الأخ الشقيق: لا شيء.,A,Advanced
499930_2,"توفيت عن: 2 ابناء ابن، 4 بنات ابن، أخ شقيق، أخت شقيقة.
ما هو نصيب كل بنت ابن من التركة؟",A) سهم واحد,B) سهمان,C) النصف,D) الربع,E) الثلث,F) السدس,A,Intermediate
131872_2,توفي عن أب، وأم، وزوجة، وثلاثة أولاد، وثلاثة إخوة أشقاء، وثلاث أخوات شقيقات، وأخ واحد لأب. ما نصيب الأم؟,A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا ترث,D,Beginner
325570_1,توفي عن جد، وابنتين، وأولاد ابنة متوفاة. هل أولاد الابنة المتوفاة (الأحفاد) لهم نصيب شرعي في التركة؟,A) نعم، لهم النصف,B) نعم، لهم الثلث,C) نعم، لهم السدس,D) نعم، لهم نصيب بالتعصيب,E) لا، ليس لهم نصيب شرعي فيها,F) نعم، لهم نصيب بالوصية الواجبة,E,Beginner
314542_2,"توفي عن: ابنين، وبنت واحدة، وزوجة.
كم عدد أسهم كل ابن من التركة إذا قسمت على أربعين سهما؟",A) 7 أسهم,B) 10 أسهم,C) 14 سهما,D) 28 سهما,E) 5 أسهم,F) 20 سهما,C,Intermediate
140395_6,"توفي عن: أخ شقيق (1)، أخت شقيقة (3)، وعليه ديون.
ما الذي يجب فعله بالديون قبل تقسيم التركة؟",A) تقسم الديون على الورثة,B) تسقط الديون بوفاة الميت,C) تؤجل الديون إلى ما بعد تقسيم التركة,D) تقضى الديون من التركة قبل تقسيمها,E) تقضى الديون من أموال الورثة الخاصة,F) لا علاقة للديون بتقسيم التركة,D,Beginner
144827_2,توفيت عن 4 بنات، بنت ابن ابنة، بنت أخ، ابن ابن أخ. إذا كان ابن ابن الأخ شقيقا أو من الأب، فما نصيبه من التركة بعد نصيب البنات؟,A) النصف,B) الثلث,C) الربع,D) السدس,E) الباقي,F) لا شيء له,E,Beginner
135096_1,"توفي عن 9 أبناء و 9 بنات و 3 زوجات.
كم عدد السهام التي تقسم عليها التركة؟",A) 144,B) 216,C) 189,D) 240,E) 192,F) 200,B,Intermediate
266617_5,توفي عن زوج، 2 أخ شقيق، 1 أخت شقيقة، 1 أخت من الأب، 10 ابن أخ شقيق: على كم سهماً تقسم التركة؟,A) 6,B) 8,C) 10,D) 12,E) 16,F) 24,C,Intermediate
115475_2,"توفي عن أم وأب وزوجة وبنت وإخوة
ما نصيب الأب؟",A) النصف,B) الثلث,C) الربع,D) السدس,E) الثمن,F) لا شيء,D,Beginner
127681_5,"توفي عن: ابن (1)، أخ من الأب (4)، بنت (1)، زوجة (1)، أخت من الأب (1).
ما نصيب الأخ من الأب؟",A) السدس,B) الثلث,C) الباقي,D) لا شيء,E) النصف,F) الربع,D,Beginner
154045_5,توفي عن ابنان، وبنتان. كم عدد الأسهم التي تقسم عليها التركة؟,A) سهمان,B) ثلاثة أسهم,C) أربعة أسهم,D) خمسة أسهم,E) ستة أسهم,F) ثمانية أسهم,E,Intermediate
343945_1,"توفي عن زوجة وأخوين من الأم وأختين من الأب.
ما نصيب الزوجة؟",A) الثمن,B) النصف,C) الربع,D) الثلث,E) السدس,F) لا ترث,C,Beginner
